order_id,product_id,category,quantity,price
1599,P006,Home,1,237.0
1600,P006,Home,1,118.0
1601,P004,Accessories,2,28.5
1601,P003,Home,1,28.5
1602,P001,Electronics,2,92.0
1603,P003,Home,1,201.0
1604,P002,Electronics,1,140.5
1604,P005,Accessories,2,140.5
1605,P003,Home,1,96.0
1605,P006,Home,1,96.0
1606,P005,Accessories,2,142.0
1607,P005,Accessories,2,295.0
1608,P005,Accessories,1,160.0
1609,P002,Electronics,1,61.0
1609,P005,Accessories,1,61.0
1610,P001,Electronics,1,58.5
1610,P002,Electronics,1,58.5
1611,P005,Accessories,1,171.0
1612,P006,Home,1,59.0
1613,P001,Electronics,1,167.0
1614,P003,Home,1,193.0
1615,P005,Accessories,1,64.0
1616,P002,Electronics,2,125.0
1616,P001,Electronics,2,125.0
1617,P001,Electronics,2,133.0
1617,P001,Electronics,1,133.0
1618,P006,Home,2,221.0
1619,P003,Home,2,171.0
1620,P006,Home,1,61.0
1621,P006,Home,1,190.0
1622,P003,Home,2,153.0
1623,P005,Accessories,1,135.0
1624,P003,Home,1,141.0
1625,P006,Home,1,39.0
1625,P002,Electronics,1,39.0
1626,P002,Electronics,2,72.0
1626,P006,Home,2,72.0
1627,P001,Electronics,2,35.5
1627,P004,Accessories,1,35.5
1628,P004,Accessories,1,116.5
1628,P001,Electronics,1,116.5
1629,P002,Electronics,1,36.0
1629,P005,Accessories,2,36.0
1630,P004,Accessories,2,74.0
1631,P003,Home,2,235.0
1632,P003,Home,1,181.0
1633,P006,Home,2,147.0
1634,P003,Home,1,88.5
1634,P006,Home,2,88.5
1635,P004,Accessories,2,115.0
1636,P002,Electronics,1,293.0
1637,P003,Home,2,103.0
1638,P002,Electronics,2,211.0
1639,P001,Electronics,1,96.5
1639,P004,Accessories,1,96.5
1640,P002,Electronics,1,75.0
1640,P001,Electronics,2,75.0
1641,P001,Electronics,2,90.5
1641,P002,Electronics,1,90.5
1642,P005,Accessories,2,138.0
1642,P002,Electronics,2,138.0
