order_id,order_date,customer_id,country,revenue,shipping_cost,refund_amount
1570,2026-03-21,C658,USA,80,18,16.0
1571,2026-03-21,C672,USA,109,19,0.0
1572,2026-03-21,C60,UK,92,18,0.0
1573,2026-03-21,C517,UK,260,19,0.0
1574,2026-03-21,C642,Germany,211,14,0.0
1575,2026-03-22,C56,UK,227,17,0.0
1576,2026-03-22,C99,USA,250,11,0.0
1577,2026-03-22,C494,UK,122,16,0.0
1578,2026-03-22,C260,UK,56,16,0.0
1579,2026-03-22,C359,USA,89,5,0.0
1580,2026-03-22,C422,UK,101,8,20.200000000000003
1581,2026-03-22,C628,UK,227,19,0.0
1582,2026-03-23,C92,Germany,276,11,0.0
1583,2026-03-23,C598,USA,63,11,0.0
1584,2026-03-23,C731,USA,232,6,0.0
1585,2026-03-23,C661,Germany,295,10,0.0
1586,2026-03-23,C423,USA,264,14,52.8
1587,2026-03-23,C242,USA,114,17,0.0
1588,2026-03-23,C173,USA,262,9,0.0
1589,2026-03-23,C395,UK,276,5,55.2
1590,2026-03-23,C183,USA,198,8,39.6
1591,2026-03-24,C624,Germany,245,6,49.0
1592,2026-03-24,C733,USA,281,7,0.0
1593,2026-03-24,C554,USA,215,14,0.0
1594,2026-03-24,C17,USA,162,13,32.4
1595,2026-03-24,C572,USA,218,5,0.0
1596,2026-03-24,C232,USA,146,14,0.0
1597,2026-03-25,C776,UK,252,11,0.0
1598,2026-03-25,C79,USA,263,12,0.0
1599,2026-03-25,C173,UK,237,11,47.400000000000006
1600,2026-03-25,C87,USA,118,16,0.0
1601,2026-03-25,C505,UK,57,17,11.4
1602,2026-03-25,C435,UK,92,5,0.0
1603,2026-03-25,C148,USA,201,5,0.0
1604,2026-03-25,C366,UK,281,14,0.0
1605,2026-03-26,C499,UK,192,7,0.0
1606,2026-03-26,C773,Germany,284,14,0.0
1607,2026-03-26,C138,Germany,295,12,59.0
1608,2026-03-26,C223,USA,160,16,0.0
1609,2026-03-26,C561,Germany,122,6,0.0
1610,2026-03-26,C169,USA,117,18,0.0
1611,2026-03-26,C767,Germany,171,11,0.0
1612,2026-03-26,C652,UK,59,9,11.8
1613,2026-03-27,C160,UK,167,17,0.0
1614,2026-03-27,C523,Germany,193,16,0.0
1615,2026-03-27,C402,UK,64,5,12.8
1616,2026-03-27,C124,Germany,250,13,50.0
1617,2026-03-27,C414,USA,266,6,0.0
1618,2026-03-27,C113,USA,221,7,0.0
1619,2026-03-28,C39,USA,171,18,0.0
1620,2026-03-28,C530,USA,61,13,0.0
1621,2026-03-28,C638,Germany,190,18,0.0
1622,2026-03-28,C663,UK,153,18,0.0
1623,2026-03-28,C345,Germany,135,10,0.0
1624,2026-03-28,C466,Germany,141,17,0.0
1625,2026-03-28,C436,UK,78,9,0.0
1626,2026-03-29,C407,USA,144,19,0.0
1627,2026-03-29,C701,USA,71,15,0.0
1628,2026-03-29,C630,UK,233,7,0.0
1629,2026-03-29,C108,UK,72,17,0.0
1630,2026-03-29,C136,Germany,74,9,0.0
1631,2026-03-29,C261,UK,235,12,0.0
1632,2026-03-30,C224,Germany,181,12,0.0
1633,2026-03-30,C10,USA,147,15,0.0
1634,2026-03-30,C731,UK,177,18,0.0
1635,2026-03-30,C13,USA,115,13,23.0
1636,2026-03-30,C234,Germany,293,8,0.0
1637,2026-03-31,C14,USA,103,16,0.0
1638,2026-03-31,C20,UK,211,9,0.0
1639,2026-03-31,C70,UK,193,7,0.0
1640,2026-03-31,C623,USA,150,14,30.0
1641,2026-03-31,C536,Germany,181,8,0.0
1642,2026-03-31,C742,USA,276,14,0.0
