order_date,ship_date,ship_mode,customer_id,segment,city,state,region,product_id,category,subcategory,sales,quantity,discount,profit
2016-08-13,2016-08-17,Second Class,EM-14065,Consumer,Jacksonville,North Carolina,South,OFF-PA-10004947,Office Supplies,Paper,10.272,3,0.2,3.21
2014-04-25,2014-04-29,Standard Class,DA-13450,Home Office,Houston,Texas,Central,OFF-PA-10003543,Office Supplies,Paper,10.368,2,0.2,3.6288
2014-04-25,2014-04-29,Standard Class,DA-13450,Home Office,Houston,Texas,Central,OFF-AR-10002221,Office Supplies,Art,6.24,3,0.2,0.546
2015-11-22,2015-11-27,Standard Class,MO-17800,Home Office,San Antonio,Texas,Central,FUR-TA-10004607,Furniture,Tables,206.962,2,0.3,-32.5226
2017-10-14,2017-10-17,First Class,JW-15955,Consumer,Oakland,California,West,FUR-FU-10001918,Furniture,Furnishings,9.46,2,0.0,3.6894
2017-12-02,2017-12-05,First Class,VW-21775,Corporate,San Francisco,California,West,OFF-ST-10004340,Office Supplies,Storage,559.62,9,0.0,151.0974
2017-12-02,2017-12-05,First Class,VW-21775,Corporate,San Francisco,California,West,OFF-PA-10004475,Office Supplies,Paper,109.92,2,0.0,53.8608
2017-12-02,2017-12-05,First Class,VW-21775,Corporate,San Francisco,California,West,OFF-PA-10003893,Office Supplies,Paper,8.56,2,0.0,3.852
2015-12-08,2015-12-11,Second Class,TT-21460,Home Office,Fort Worth,Texas,Central,OFF-PA-10000100,Office Supplies,Paper,360.712,11,0.2,130.7581
2015-12-08,2015-12-11,Second Class,TT-21460,Home Office,Fort Worth,Texas,Central,TEC-PH-10001817,Technology,Phones,1718.4,6,0.2,150.36
2015-07-13,2015-07-15,First Class,SL-20155,Home Office,Houston,Texas,Central,OFF-BI-10001765,Office Supplies,Binders,41.568,6,0.8,-66.5088
2014-05-11,2014-05-17,Standard Class,RM-19375,Consumer,Houston,Texas,Central,TEC-AC-10001013,Technology,Accessories,46.864,2,0.2,7.6154
2014-01-05,2014-01-12,Standard Class,MB-18085,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10003478,Office Supplies,Art,19.536,3,0.2,4.884
2015-09-05,2015-09-09,Standard Class,AG-10900,Consumer,San Diego,California,West,FUR-BO-10000330,Furniture,Bookcases,411.332,4,0.15,-4.8392
2015-09-05,2015-09-09,Standard Class,AG-10900,Consumer,San Diego,California,West,OFF-BI-10001900,Office Supplies,Binders,28.752,6,0.2,9.7038
2015-09-05,2015-09-09,Standard Class,AG-10900,Consumer,San Diego,California,West,FUR-BO-10003159,Furniture,Bookcases,293.199,3,0.15,-20.6964
2016-08-04,2016-08-08,Standard Class,ML-17755,Home Office,Suffolk,Virginia,South,OFF-SU-10002573,Office Supplies,Supplies,35.06,2,0.0,10.518
2016-08-04,2016-08-08,Standard Class,ML-17755,Home Office,Suffolk,Virginia,South,OFF-LA-10004484,Office Supplies,Labels,4.13,1,0.0,1.8998
2016-08-04,2016-08-08,Standard Class,ML-17755,Home Office,Suffolk,Virginia,South,FUR-FU-10001591,Furniture,Furnishings,109.8,9,0.0,46.116
2016-08-04,2016-08-08,Standard Class,ML-17755,Home Office,Suffolk,Virginia,South,OFF-LA-10002034,Office Supplies,Labels,9.82,2,0.0,4.8118
2014-03-22,2014-03-26,Standard Class,CC-12685,Consumer,Greensboro,North Carolina,South,OFF-BI-10004410,Office Supplies,Binders,7.644,4,0.7,-5.8604
2014-03-22,2014-03-26,Standard Class,CC-12685,Consumer,Greensboro,North Carolina,South,OFF-BI-10002735,Office Supplies,Binders,51.465,5,0.7,-39.4565
2017-03-02,2017-03-08,Standard Class,SC-20770,Corporate,Dallas,Texas,Central,OFF-SU-10001935,Office Supplies,Supplies,6.976,4,0.2,-1.3952
2017-03-02,2017-03-08,Standard Class,SC-20770,Corporate,Dallas,Texas,Central,OFF-BI-10003291,Office Supplies,Binders,12.222,7,0.8,-20.1663
2016-11-27,2016-11-29,Second Class,GG-14650,Corporate,Chicago,Illinois,Central,OFF-ST-10004337,Office Supplies,Storage,97.984,2,0.2,-24.496
2016-11-27,2016-11-29,Second Class,GG-14650,Corporate,Chicago,Illinois,Central,TEC-AC-10001266,Technology,Accessories,62.4,6,0.2,19.5
2014-04-28,2014-05-03,Standard Class,MY-18295,Corporate,Baltimore,Maryland,East,OFF-BI-10001628,Office Supplies,Binders,20.86,2,0.0,9.387
2014-04-28,2014-05-03,Standard Class,MY-18295,Corporate,Baltimore,Maryland,East,OFF-ST-10000877,Office Supplies,Storage,497.61,9,0.0,129.3786
2014-04-28,2014-05-03,Standard Class,MY-18295,Corporate,Baltimore,Maryland,East,OFF-AR-10004752,Office Supplies,Art,5.34,2,0.0,1.4952
2014-04-28,2014-05-03,Standard Class,MY-18295,Corporate,Baltimore,Maryland,East,OFF-LA-10000452,Office Supplies,Labels,3.15,1,0.0,1.512
2015-11-24,2015-11-28,Standard Class,DP-13000,Consumer,Los Angeles,California,West,OFF-PA-10000675,Office Supplies,Paper,368.91,9,0.0,180.7659
2015-11-24,2015-11-28,Standard Class,DP-13000,Consumer,Los Angeles,California,West,OFF-AR-10003045,Office Supplies,Art,14.7,5,0.0,6.615
2016-11-11,2016-11-16,Standard Class,BD-11770,Consumer,New York City,New York,East,TEC-AC-10003447,Technology,Accessories,59.97,3,0.0,14.9925
2016-11-11,2016-11-16,Standard Class,BD-11770,Consumer,New York City,New York,East,OFF-ST-10002276,Office Supplies,Storage,83.36,1,0.0,20.84
2015-07-09,2015-07-13,Standard Class,CB-12535,Corporate,Franklin,Massachusetts,East,OFF-PA-10001609,Office Supplies,Paper,6.58,2,0.0,3.0268
2015-07-09,2015-07-13,Standard Class,CB-12535,Corporate,Franklin,Massachusetts,East,OFF-BI-10001597,Office Supplies,Binders,122.94,3,0.0,59.0112
2017-09-22,2017-09-26,Standard Class,JE-15610,Corporate,Milwaukee,Wisconsin,Central,OFF-PA-10004475,Office Supplies,Paper,219.84,4,0.0,107.7216
2017-09-22,2017-09-26,Standard Class,JE-15610,Corporate,Milwaukee,Wisconsin,Central,TEC-AC-10004510,Technology,Accessories,98.16,6,0.0,9.816
2017-09-22,2017-09-26,Standard Class,JE-15610,Corporate,Milwaukee,Wisconsin,Central,OFF-BI-10002976,Office Supplies,Binders,33.04,8,0.0,15.5288
2017-09-22,2017-09-26,Standard Class,JE-15610,Corporate,Milwaukee,Wisconsin,Central,TEC-PH-10001615,Technology,Phones,86.97,3,0.0,25.2213
2015-02-15,2015-02-19,Standard Class,RP-19855,Corporate,Kenosha,Wisconsin,Central,TEC-PH-10001819,Technology,Phones,134.97,3,0.0,64.7856
2015-02-15,2015-02-19,Standard Class,RP-19855,Corporate,Kenosha,Wisconsin,Central,TEC-PH-10000560,Technology,Phones,699.98,2,0.0,195.9944
2015-02-15,2015-02-19,Standard Class,RP-19855,Corporate,Kenosha,Wisconsin,Central,TEC-AC-10004568,Technology,Accessories,139.95,5,0.0,26.5905
2014-09-30,2014-10-04,Standard Class,RA-19915,Consumer,New York City,New York,East,OFF-PA-10004092,Office Supplies,Paper,48.94,1,0.0,24.47
2014-12-01,2014-12-03,First Class,RP-19390,Consumer,Madison,Wisconsin,Central,FUR-CH-10001854,Furniture,Chairs,2807.84,8,0.0,673.8816
2014-12-01,2014-12-03,First Class,RP-19390,Consumer,Madison,Wisconsin,Central,OFF-AR-10000475,Office Supplies,Art,46.64,4,0.0,12.5928
2014-12-08,2014-12-13,Standard Class,TB-21175,Corporate,Houston,Texas,Central,OFF-ST-10000777,Office Supplies,Storage,60.416,2,0.2,6.0416
2016-09-05,2016-09-10,Standard Class,BE-11455,Home Office,Olathe,Kansas,Central,OFF-AR-10004022,Office Supplies,Art,107.94,3,0.0,26.985
2017-08-27,2017-08-30,First Class,MR-17545,Home Office,New York City,New York,East,OFF-ST-10002352,Office Supplies,Storage,63.84,8,0.0,16.5984
2017-08-27,2017-08-30,First Class,MR-17545,Home Office,New York City,New York,East,TEC-PH-10000455,Technology,Phones,347.97,3,0.0,100.9113
2017-08-27,2017-08-30,First Class,MR-17545,Home Office,New York City,New York,East,OFF-BI-10003910,Office Supplies,Binders,37.008,6,0.2,11.565
2016-07-07,2016-07-11,Standard Class,RM-19375,Consumer,San Jose,California,West,FUR-FU-10003039,Furniture,Furnishings,215.65,5,0.0,73.321
2016-08-08,2016-08-10,Second Class,JF-15565,Consumer,Dallas,Texas,Central,OFF-FA-10000585,Office Supplies,Fasteners,11.168,4,0.2,3.6296
2016-08-08,2016-08-10,Second Class,JF-15565,Consumer,Dallas,Texas,Central,OFF-PA-10001994,Office Supplies,Paper,53.952,3,0.2,17.5344
2016-11-13,2016-11-19,Standard Class,AS-10135,Home Office,Auburn,Washington,West,FUR-FU-10004270,Furniture,Furnishings,4.18,1,0.0,1.5048
2017-09-22,2017-09-26,Second Class,JA-15970,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10002498,Office Supplies,Binders,5.607,1,0.7,-4.2987
2017-09-22,2017-09-26,Second Class,JA-15970,Consumer,Philadelphia,Pennsylvania,East,OFF-SU-10002881,Office Supplies,Supplies,4663.736,7,0.2,-1049.3406
2017-09-22,2017-09-26,Second Class,JA-15970,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10002926,Technology,Accessories,79.984,2,0.2,22.9954
2016-12-25,2016-12-28,First Class,GK-14620,Corporate,Los Angeles,California,West,TEC-PH-10002200,Technology,Phones,2575.944,7,0.2,257.5944
2016-12-25,2016-12-28,First Class,GK-14620,Corporate,Los Angeles,California,West,OFF-PA-10002005,Office Supplies,Paper,45.36,7,0.0,21.7728
2016-12-25,2016-12-28,First Class,GK-14620,Corporate,Los Angeles,California,West,TEC-AC-10001465,Technology,Accessories,254.24,7,0.0,76.272
2016-02-11,2016-02-13,First Class,PB-19210,Corporate,Tulsa,Oklahoma,Central,TEC-PH-10004897,Technology,Phones,69.93,7,0.0,0.6993
2016-10-23,2016-10-29,Standard Class,HK-14890,Corporate,Chicago,Illinois,Central,FUR-FU-10001196,Furniture,Furnishings,16.156,7,0.6,-12.117
2016-10-23,2016-10-29,Standard Class,HK-14890,Corporate,Chicago,Illinois,Central,OFF-PA-10000595,Office Supplies,Paper,54.816,3,0.2,17.8152
2014-06-09,2014-06-11,Second Class,FO-14305,Consumer,Harrisonburg,Virginia,South,FUR-TA-10004534,Furniture,Tables,1441.3,7,0.0,245.021
2017-11-20,2017-11-26,Standard Class,BT-11680,Consumer,Newark,Ohio,East,FUR-FU-10001861,Furniture,Furnishings,77.6,5,0.2,28.13
2017-11-20,2017-11-26,Standard Class,BT-11680,Consumer,Newark,Ohio,East,FUR-FU-10000206,Furniture,Furnishings,4.656,2,0.2,1.5714
2015-09-14,2015-09-18,Standard Class,SP-20620,Corporate,Los Angeles,California,West,FUR-TA-10002607,Furniture,Tables,170.136,3,0.2,-8.5068
2015-06-04,2015-06-04,Same Day,LL-16840,Consumer,Seattle,Washington,West,OFF-LA-10000443,Office Supplies,Labels,7.38,2,0.0,3.4686
2015-06-04,2015-06-04,Same Day,LL-16840,Consumer,Seattle,Washington,West,OFF-AR-10004685,Office Supplies,Art,9.26,2,0.0,3.0558
2015-12-13,2015-12-15,Second Class,MC-17575,Consumer,Los Angeles,California,West,OFF-LA-10001771,Office Supplies,Labels,9.96,2,0.0,4.5816
2014-05-25,2014-05-29,Standard Class,JL-15235,Consumer,Chicago,Illinois,Central,OFF-AP-10001394,Office Supplies,Appliances,75.6,2,0.8,-166.32
2014-05-25,2014-05-29,Standard Class,JL-15235,Consumer,Chicago,Illinois,Central,FUR-FU-10002553,Furniture,Furnishings,29.32,2,0.6,-24.189
2016-02-16,2016-02-20,Standard Class,EA-14035,Corporate,Chicago,Illinois,Central,OFF-AP-10004233,Office Supplies,Appliances,92.064,6,0.8,-225.5568
2016-02-16,2016-02-20,Standard Class,EA-14035,Corporate,Chicago,Illinois,Central,OFF-FA-10000304,Office Supplies,Fasteners,6.976,4,0.2,1.8312
2016-02-16,2016-02-20,Standard Class,EA-14035,Corporate,Chicago,Illinois,Central,FUR-CH-10004754,Furniture,Chairs,62.958,3,0.3,-2.6982
2016-02-16,2016-02-20,Standard Class,EA-14035,Corporate,Chicago,Illinois,Central,OFF-PA-10000809,Office Supplies,Paper,5.184,1,0.2,1.8144
2016-12-22,2016-12-28,Standard Class,SA-20830,Consumer,Redmond,Oregon,West,OFF-BI-10003694,Office Supplies,Binders,31.32,10,0.7,-25.056
2016-12-22,2016-12-28,Standard Class,SA-20830,Consumer,Redmond,Oregon,West,FUR-FU-10001935,Furniture,Furnishings,11.84,4,0.2,3.108
2016-12-22,2016-12-28,Standard Class,SA-20830,Consumer,Redmond,Oregon,West,FUR-FU-10002878,Furniture,Furnishings,22.784,1,0.2,4.8416
2016-02-08,2016-02-11,Second Class,CH-12070,Home Office,Raleigh,North Carolina,South,TEC-PH-10002624,Technology,Phones,1127.976,3,0.2,126.8973
2015-07-13,2015-07-15,Second Class,ND-18460,Corporate,Macon,Georgia,South,OFF-PA-10000019,Office Supplies,Paper,38.88,6,0.0,18.6624
2014-05-18,2014-05-24,Standard Class,BS-11755,Consumer,Cleveland,Ohio,East,TEC-PH-10002885,Technology,Phones,779.796,2,0.4,-168.9558
2017-10-21,2017-10-21,Same Day,SL-20155,Home Office,Muskogee,Oklahoma,Central,TEC-PH-10000895,Technology,Phones,1439.92,8,0.0,374.3792
2017-10-21,2017-10-21,Same Day,SL-20155,Home Office,Muskogee,Oklahoma,Central,FUR-TA-10002356,Furniture,Tables,262.11,1,0.0,62.9064
2015-11-05,2015-11-09,Standard Class,GB-14530,Corporate,Monroe,North Carolina,South,FUR-CH-10001270,Furniture,Chairs,207.0,3,0.2,25.875
2017-08-01,2017-08-07,Standard Class,AS-10045,Corporate,Austin,Texas,Central,TEC-MA-10000488,Technology,Machines,1439.982,3,0.4,-263.9967
2017-08-01,2017-08-07,Standard Class,AS-10045,Corporate,Austin,Texas,Central,OFF-PA-10003729,Office Supplies,Paper,36.288,7,0.2,12.7008
2014-06-21,2014-06-24,First Class,RM-19375,Consumer,Meriden,Connecticut,East,OFF-AR-10003056,Office Supplies,Art,21.4,5,0.0,6.206
2017-02-19,2017-02-21,Second Class,NH-18610,Corporate,Roswell,Georgia,South,OFF-AP-10002518,Office Supplies,Appliances,1245.86,7,0.0,361.2994
2014-08-01,2014-08-05,Standard Class,BF-10975,Corporate,Charlotte,North Carolina,South,OFF-LA-10000240,Office Supplies,Labels,17.544,3,0.2,5.9211
2014-08-01,2014-08-05,Standard Class,BF-10975,Corporate,Charlotte,North Carolina,South,FUR-FU-10000629,Furniture,Furnishings,44.128,4,0.2,12.1352
2014-08-01,2014-08-05,Standard Class,BF-10975,Corporate,Charlotte,North Carolina,South,OFF-AP-10001005,Office Supplies,Appliances,62.92,1,0.2,10.2245
2014-08-01,2014-08-05,Standard Class,BF-10975,Corporate,Charlotte,North Carolina,South,OFF-PA-10002377,Office Supplies,Paper,78.304,2,0.2,29.364
2016-07-18,2016-07-23,Standard Class,KH-16330,Corporate,Bowling Green,Kentucky,South,FUR-CH-10000988,Furniture,Chairs,140.81,1,0.0,39.4268
2015-02-09,2015-02-11,Second Class,FA-14230,Corporate,San Antonio,Texas,Central,OFF-LA-10001074,Office Supplies,Labels,40.096,4,0.2,13.5324
2015-02-09,2015-02-11,Second Class,FA-14230,Corporate,San Antonio,Texas,Central,FUR-FU-10001986,Furniture,Furnishings,40.784,2,0.6,-30.588
2017-07-29,2017-08-02,Standard Class,GW-14605,Consumer,Seattle,Washington,West,TEC-AC-10003027,Technology,Accessories,90.57,3,0.0,11.7741
2017-01-12,2017-01-17,Second Class,DA-13450,Home Office,Washington,District of Columbia,East,OFF-PA-10001804,Office Supplies,Paper,40.08,6,0.0,19.2384
2017-01-12,2017-01-17,Second Class,DA-13450,Home Office,Washington,District of Columbia,East,FUR-FU-10004973,Furniture,Furnishings,37.68,2,0.0,15.8256
2017-09-10,2017-09-10,Same Day,FH-14275,Corporate,Los Angeles,California,West,FUR-CH-10002602,Furniture,Chairs,362.352,3,0.2,27.1764
2017-09-10,2017-09-10,Same Day,FH-14275,Corporate,Los Angeles,California,West,OFF-BI-10004140,Office Supplies,Binders,7.184,2,0.2,2.245
2015-07-20,2015-07-25,Second Class,RK-19300,Consumer,South Bend,Indiana,Central,OFF-ST-10000464,Office Supplies,Storage,34.76,1,0.0,9.7328
2015-07-20,2015-07-25,Second Class,RK-19300,Consumer,South Bend,Indiana,Central,TEC-AC-10002253,Technology,Accessories,831.2,5,0.0,124.68
2015-07-20,2015-07-25,Second Class,RK-19300,Consumer,South Bend,Indiana,Central,OFF-PA-10000528,Office Supplies,Paper,26.4,5,0.0,11.88
2015-07-20,2015-07-25,Second Class,RK-19300,Consumer,South Bend,Indiana,Central,OFF-EN-10000483,Office Supplies,Envelopes,106.75,7,0.0,49.105
2015-07-20,2015-07-25,Second Class,RK-19300,Consumer,South Bend,Indiana,Central,OFF-PA-10003129,Office Supplies,Paper,97.82,2,0.0,45.9754
2015-07-20,2015-07-25,Second Class,RK-19300,Consumer,South Bend,Indiana,Central,OFF-ST-10003442,Office Supplies,Storage,141.4,5,0.0,38.178
2014-06-13,2014-06-17,Standard Class,FM-14215,Corporate,Los Angeles,California,West,OFF-AR-10003631,Office Supplies,Art,14.52,3,0.0,4.7916
2017-05-12,2017-05-15,Second Class,AC-10420,Corporate,Houston,Texas,Central,OFF-ST-10000563,Office Supplies,Storage,127.92,5,0.2,-15.99
2017-05-12,2017-05-15,Second Class,AC-10420,Corporate,Houston,Texas,Central,OFF-BI-10002133,Office Supplies,Binders,34.24,4,0.8,-53.072
2015-09-03,2015-09-05,First Class,JB-15400,Corporate,Bristol,Connecticut,East,OFF-AP-10002311,Office Supplies,Appliances,137.62,2,0.0,60.5528
2015-09-03,2015-09-05,First Class,JB-15400,Corporate,Bristol,Connecticut,East,TEC-PH-10004959,Technology,Phones,100.49,1,0.0,25.1225
2017-03-26,2017-03-27,First Class,GM-14440,Consumer,New York City,New York,East,FUR-BO-10001918,Furniture,Bookcases,257.568,2,0.2,-28.9764
2017-03-26,2017-03-27,First Class,GM-14440,Consumer,New York City,New York,East,TEC-PH-10004896,Technology,Phones,119.96,4,0.0,33.5888
2014-11-12,2014-11-12,Same Day,RF-19840,Consumer,San Antonio,Texas,Central,OFF-ST-10001328,Office Supplies,Storage,49.632,4,0.2,4.9632
2016-10-13,2016-10-17,Standard Class,NC-18625,Corporate,Aurora,Colorado,West,FUR-TA-10004575,Furniture,Tables,727.45,5,0.5,-465.568
2016-10-13,2016-10-17,Standard Class,NC-18625,Corporate,Aurora,Colorado,West,FUR-FU-10001617,Furniture,Furnishings,24.96,3,0.2,4.368
2017-11-12,2017-11-12,Same Day,NG-18355,Corporate,Newark,Ohio,East,TEC-PH-10002824,Technology,Phones,370.782,3,0.4,-92.6955
2017-04-15,2017-04-18,First Class,AH-10075,Corporate,Henderson,Nevada,West,FUR-FU-10004460,Furniture,Furnishings,196.45,5,0.0,70.722
2015-06-25,2015-07-01,Standard Class,CH-12070,Home Office,Philadelphia,Pennsylvania,East,OFF-PA-10003309,Office Supplies,Paper,31.104,6,0.2,10.8864
2015-06-25,2015-07-01,Standard Class,CH-12070,Home Office,Philadelphia,Pennsylvania,East,OFF-ST-10002554,Office Supplies,Storage,78.256,2,0.2,-17.6076
2016-08-26,2016-08-29,Second Class,CC-12145,Consumer,Seattle,Washington,West,OFF-PA-10000019,Office Supplies,Paper,6.48,1,0.0,3.1104
2014-07-21,2014-07-25,Standard Class,ME-18010,Corporate,San Francisco,California,West,OFF-AR-10002067,Office Supplies,Art,99.2,5,0.0,25.792
2014-07-21,2014-07-25,Standard Class,ME-18010,Corporate,San Francisco,California,West,FUR-CH-10001215,Furniture,Chairs,801.568,2,0.2,50.098
2014-07-21,2014-07-25,Standard Class,ME-18010,Corporate,San Francisco,California,West,FUR-TA-10004175,Furniture,Tables,272.848,1,0.2,27.2848
2017-11-21,2017-11-25,Standard Class,BP-11230,Consumer,Spokane,Washington,West,FUR-TA-10004767,Furniture,Tables,70.98,1,0.0,20.5842
2014-06-04,2014-06-09,Standard Class,MP-17470,Home Office,Columbus,Ohio,East,OFF-PA-10001685,Office Supplies,Paper,16.224,2,0.2,5.8812
2016-03-10,2016-03-16,Standard Class,CJ-12010,Consumer,Long Beach,New York,East,FUR-BO-10003272,Furniture,Bookcases,176.784,1,0.2,-22.098
2017-03-25,2017-03-29,Standard Class,JC-15775,Consumer,San Antonio,Texas,Central,TEC-PH-10000984,Technology,Phones,470.376,3,0.2,47.0376
2017-12-29,2018-01-02,Standard Class,JG-15160,Consumer,Los Angeles,California,West,FUR-CH-10002880,Furniture,Chairs,393.568,4,0.2,-44.2764
2017-12-29,2018-01-02,Standard Class,JG-15160,Consumer,Los Angeles,California,West,TEC-PH-10002563,Technology,Phones,302.376,3,0.2,22.6782
2017-03-28,2017-04-02,Standard Class,CK-12760,Corporate,Jacksonville,Florida,South,OFF-BI-10001191,Office Supplies,Binders,68.742,9,0.7,-48.1194
2015-03-05,2015-03-05,Same Day,LF-17185,Consumer,New York City,New York,East,OFF-EN-10002621,Office Supplies,Envelopes,29.34,3,0.0,14.67
2015-03-05,2015-03-05,Same Day,LF-17185,Consumer,New York City,New York,East,FUR-CH-10001146,Furniture,Chairs,383.607,7,0.1,63.9345
2015-03-05,2015-03-05,Same Day,LF-17185,Consumer,New York City,New York,East,OFF-ST-10000689,Office Supplies,Storage,563.4,4,0.0,67.608
2016-11-13,2016-11-17,Standard Class,CC-12430,Home Office,Philadelphia,Pennsylvania,East,OFF-PA-10001289,Office Supplies,Paper,217.056,7,0.2,78.6828
2017-01-19,2017-01-23,Second Class,DL-12865,Consumer,Keller,Texas,Central,OFF-LA-10003714,Office Supplies,Labels,6.0,2,0.2,2.1
2016-04-22,2016-04-26,Second Class,PG-18895,Consumer,San Francisco,California,West,FUR-FU-10001889,Furniture,Furnishings,31.56,3,0.0,10.4148
2014-05-13,2014-05-15,First Class,EH-14005,Home Office,Hialeah,Florida,South,OFF-FA-10002815,Office Supplies,Fasteners,7.104,2,0.2,2.3976
2014-05-13,2014-05-15,First Class,EH-14005,Home Office,Hialeah,Florida,South,OFF-BI-10004519,Office Supplies,Binders,398.352,8,0.7,-331.96
2014-10-21,2014-10-22,First Class,TB-21520,Consumer,Fairfield,Ohio,East,OFF-AP-10004708,Office Supplies,Appliances,121.792,4,0.2,13.7016
2014-10-21,2014-10-22,First Class,TB-21520,Consumer,Fairfield,Ohio,East,FUR-TA-10000617,Furniture,Tables,409.59,3,0.4,-122.877
2014-03-14,2014-03-18,Standard Class,DK-13225,Corporate,Huntington Beach,California,West,OFF-PA-10001204,Office Supplies,Paper,10.56,2,0.0,4.752
2014-03-14,2014-03-18,Standard Class,DK-13225,Corporate,Huntington Beach,California,West,OFF-AR-10003723,Office Supplies,Art,3.38,1,0.0,1.2506
2017-12-22,2017-12-24,Second Class,JP-15520,Consumer,Port Orange,Florida,South,OFF-EN-10002621,Office Supplies,Envelopes,7.824,1,0.2,2.934
2016-11-24,2016-11-29,Standard Class,CD-11980,Consumer,Medford,Oregon,West,OFF-PA-10000241,Office Supplies,Paper,24.784,1,0.2,7.745
2017-12-02,2017-12-05,First Class,AS-10090,Consumer,Charlottesville,Virginia,South,OFF-AR-10001446,Office Supplies,Art,34.65,3,0.0,10.395
2015-12-31,2016-01-04,Standard Class,JO-15280,Consumer,Missoula,Montana,West,OFF-BI-10004632,Office Supplies,Binders,487.984,2,0.2,152.495
2017-10-03,2017-10-06,First Class,AC-10450,Consumer,Minneapolis,Minnesota,Central,OFF-BI-10001359,Office Supplies,Binders,1793.98,2,0.0,843.1706
2014-08-29,2014-09-02,Second Class,RA-19945,Consumer,Miami,Florida,South,OFF-EN-10001749,Office Supplies,Envelopes,29.808,2,0.2,10.8054
2014-08-29,2014-09-02,Second Class,RA-19945,Consumer,Miami,Florida,South,OFF-BI-10004390,Office Supplies,Binders,505.176,4,0.7,-336.784
2014-08-29,2014-09-02,Second Class,RA-19945,Consumer,Miami,Florida,South,FUR-TA-10001857,Furniture,Tables,174.0585,3,0.45,-110.7645
2016-06-29,2016-07-03,Second Class,Co-12640,Consumer,Florence,South Carolina,South,OFF-ST-10000563,Office Supplies,Storage,191.88,6,0.0,19.188
2016-08-20,2016-08-23,First Class,DW-13480,Home Office,Detroit,Michigan,Central,TEC-PH-10004924,Technology,Phones,14.78,2,0.0,3.9906
2017-10-21,2017-10-22,First Class,DK-12835,Corporate,Springfield,Oregon,West,OFF-PA-10003953,Office Supplies,Paper,5.184,1,0.2,1.8144
2017-10-21,2017-10-22,First Class,DK-12835,Corporate,Springfield,Oregon,West,FUR-CH-10000155,Furniture,Chairs,478.48,2,0.2,47.848
2017-10-21,2017-10-22,First Class,DK-12835,Corporate,Springfield,Oregon,West,TEC-AC-10003116,Technology,Accessories,28.4,2,0.2,6.745
2017-10-21,2017-10-24,First Class,MD-17860,Corporate,Indianapolis,Indiana,Central,OFF-ST-10002743,Office Supplies,Storage,909.12,8,0.0,9.0912
2016-05-17,2016-05-21,Standard Class,RP-19855,Corporate,Apopka,Florida,South,OFF-BI-10001757,Office Supplies,Binders,2.952,2,0.7,-2.1648
2016-05-17,2016-05-21,Standard Class,RP-19855,Corporate,Apopka,Florida,South,OFF-BI-10000069,Office Supplies,Binders,27.018,6,0.7,-21.6144
2015-02-03,2015-02-04,First Class,RW-19540,Corporate,Los Angeles,California,West,FUR-FU-10004093,Furniture,Furnishings,136.92,4,0.0,41.076
2017-12-18,2017-12-23,Standard Class,DB-13660,Consumer,Oceanside,New York,East,FUR-FU-10001037,Furniture,Furnishings,18.96,2,0.0,8.532
2016-11-15,2016-11-22,Standard Class,SC-20770,Corporate,Los Angeles,California,West,TEC-AC-10003832,Technology,Accessories,99.39,3,0.0,40.7499
2017-07-03,2017-07-06,Second Class,FH-14275,Corporate,Houston,Texas,Central,OFF-PA-10001878,Office Supplies,Paper,273.896,7,0.2,92.4399
2017-07-03,2017-07-06,Second Class,FH-14275,Corporate,Houston,Texas,Central,TEC-MA-10003674,Technology,Machines,597.132,3,0.4,49.761
2014-01-15,2014-01-17,First Class,EH-13990,Consumer,Roswell,Georgia,South,TEC-AC-10003628,Technology,Accessories,149.95,5,0.0,65.978
2017-04-30,2017-05-05,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,South,OFF-LA-10003190,Office Supplies,Labels,4.608,2,0.2,1.6704
2017-04-30,2017-05-05,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,South,OFF-AR-10002280,Office Supplies,Art,15.528,3,0.2,4.8525
2017-04-30,2017-05-05,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,South,OFF-LA-10001569,Office Supplies,Labels,11.952,3,0.2,3.8844
2015-11-08,2015-11-14,Standard Class,HA-14905,Consumer,Franklin,Massachusetts,East,OFF-AR-10001573,Office Supplies,Art,11.65,5,0.0,3.3785
2015-10-30,2015-11-01,Second Class,CH-12070,Home Office,Detroit,Michigan,Central,TEC-PH-10001809,Technology,Phones,299.9,2,0.0,74.975
2017-08-17,2017-08-19,First Class,EH-13765,Corporate,Watertown,New York,East,OFF-BI-10003091,Office Supplies,Binders,895.92,5,0.2,302.373
2017-08-17,2017-08-19,First Class,EH-13765,Corporate,Watertown,New York,East,FUR-CH-10003981,Furniture,Chairs,462.564,2,0.1,97.6524
2015-10-03,2015-10-09,Standard Class,MZ-17515,Corporate,Reading,Pennsylvania,East,OFF-ST-10002562,Office Supplies,Storage,15.008,2,0.2,1.5008
2016-07-08,2016-07-10,Second Class,SC-20230,Corporate,Arlington,Texas,Central,TEC-PH-10004345,Technology,Phones,863.64,9,0.2,107.955
